"","country","year","urban_pop_percent","urban_growth","rural_growth","cap_city_pop","cap_percent_pop","cap_percent_urban","fertility_rate","infant_morality_per_thousand","life_exp","gender_ratio_lifeexp","continent","region","capital_pop","capital_pop_sign","capital_pop1","sign"
"358","Guatemala","2010",48.4,2.8,1.6,"2,560",17.5,36.2,3.4,28.3,70.9,0.909825033647375,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"359","Guatemala","2015",50,2.7,1.5,"2,738",16.8,33.7,3,23.3,72.1,0.918882978723404,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"360","Guatemala","2018",51.1,NA,NA,"2,851",NA,NA,2.9,21.7,72.6,0.921854304635762,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"361","Guinea","2005",32.3,2.8,1.5,"1,345",13.9,43.1,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"362","Guinea","2010",33.7,3,1.8,"1,518",14.1,41.8,5.4,78.8,56.7,0.960207612456747,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"363","Guinea","2015",35.1,3.1,1.8,"1,714",14.2,40.3,5,72.7,58.1,0.959527824620573,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"364","Guinea","2018",36.1,NA,NA,"1,843",NA,NA,4.8,70.1,59.1,0.961794019933555,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"365","Guinea-Bissau","2005",38.2,3.1,1.5,"336",24.3,63.8,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",336,"1",336,"1"
"366","Guinea-Bissau","2010",40.1,3.4,1.7,"409",26.3,65.5,5.1,73.6,56.2,0.922945205479452,"Africa","Sub-Saharan Africa",409,"1",409,"1"
"367","Guinea-Bissau","2015",42.1,3.6,1.9,"497",28.1,66.6,4.7,61.2,59.1,0.929738562091503,"Africa","Sub-Saharan Africa",497,"1",497,"1"
"368","Guinea-Bissau","2018",43.4,NA,NA,"558",NA,NA,4.4,57.5,60.1,0.935483870967742,"Africa","Sub-Saharan Africa",558,"1",558,"missing"
"369","Guyana","2005",27.8,-0.7,0.2,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"370","Guyana","2010",26.6,-1,0.2,NA,NA,NA,2.7,30.1,66.7,0.905982905982906,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"371","Guyana","2015",26.4,0.4,0.6,NA,NA,NA,2.5,26.9,68.2,0.907821229050279,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"372","Guyana","2018",26.6,NA,NA,"110",NA,NA,2.5,25.4,68.7,0.904432132963989,"Americas","Latin America and the Caribbean",110,"1",110,"missing"
"373","Haiti","2005",42.6,5.2,-0.7,"2,171",23.4,55,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"374","Haiti","2010",47.5,3.7,-0.2,"2,141",21.4,45.1,3.5,75.9,46,0.989200863930886,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"375","Haiti","2015",52.4,3.3,-0.6,"2,439",22.8,43.4,3.1,52.8,63.2,0.918181818181818,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"376","Haiti","2018",55.3,NA,NA,"2,637",NA,NA,3,50.2,63.9,0.916041979010495,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"377","Holy See","2005",100,0.3,0,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"1"
"378","Holy See","2010",100,-0.1,0,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"1"
"379","Holy See","2015",100,0.2,0,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"1"
"380","Holy See","2018",100,NA,NA,"1",NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",1,"1",1,"missing"
"381","Honduras","2005",48.6,3.8,1.3,"882",12,24.6,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",882,"1",882,"1"
"382","Honduras","2010",51.9,3.4,0.8,"1,043",12.7,24.5,3,19.7,71.1,0.941336971350614,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"383","Honduras","2015",55.2,3,0.4,"1,233",13.8,24.9,2.6,16.2,72.5,0.936,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"384","Honduras","2018",57.1,NA,NA,"1,363",NA,NA,2.5,15.2,72.7,0.936170212765957,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"385","Hungary","2005",66.4,0.3,-1.3,"1,756",17.4,26.2,NA,NA,NA,NA,"Europe","Eastern Europe",NA,"0",1,"0"
"386","Hungary","2010",68.9,0.4,-1.9,"1,734",17.5,25.4,1.3,5.2,74.5,0.901660280970626,"Europe","Eastern Europe",NA,"0",1,"0"
"387","Hungary","2015",70.5,0.2,-1.3,"1,746",17.8,25.3,1.4,4.1,75.7,0.915082382762991,"Europe","Eastern Europe",NA,"0",1,"0"
"388","Hungary","2018",71.4,NA,NA,"1,759",NA,NA,1.5,3.5,76,0.915510718789407,"Europe","Eastern Europe",NA,"0",1,"missing"
"389","Iceland","2005",93,1.1,-0.7,NA,NA,NA,NA,NA,NA,NA,"Europe","Northern Europe",NA,"0",1,"0"
"390","Iceland","2010",93.6,1.8,0,NA,NA,NA,2.2,2.1,81.7,0.949880668257757,"Europe","Northern Europe",NA,"0",1,"1"
"391","Iceland","2015",93.7,0.6,0.2,NA,NA,NA,1.8,2,82.4,0.970095693779904,"Europe","Northern Europe",NA,"0",1,"1"
"392","Iceland","2018",93.8,NA,NA,"216",NA,NA,1.7,2.7,82.5,0.966626936829559,"Europe","Northern Europe",216,"1",216,"missing"
"393","India","2005",29.2,2.8,1.2,"18,691",1.6,5.6,NA,NA,NA,NA,"Asia","Southern Asia",NA,"0",1,"1"
"394","India","2010",30.9,2.6,1,"21,988",1.8,5.8,2.6,45.2,66.9,0.951895043731778,"Asia","Southern Asia",NA,"0",1,"1"
"395","India","2015",32.8,2.4,0.7,"25,866",2,6,2.3,34.7,69.6,0.960618846694796,"Asia","Southern Asia",NA,"0",1,"1"
"396","India","2018",34,NA,NA,"28,514",NA,NA,2.2,31.1,70.5,0.962447844228094,"Asia","Southern Asia",NA,"0",1,"missing"
"397","Indonesia","2005",45.9,3.2,0,"8,988",4,8.6,NA,NA,NA,NA,"Asia","South-eastern Asia",NA,"0",1,"1"
"398","Indonesia","2010",49.9,3,-0.2,"9,626",4,8,2.5,27.6,68.7,0.950284090909091,"Asia","South-eastern Asia",NA,"0",1,"0"
"399","Indonesia","2015",53.3,2.6,-0.2,"10,173",3.9,7.4,2.3,22.8,69.7,0.946927374301676,"Asia","South-eastern Asia",NA,"0",1,"0"
"400","Indonesia","2018",55.3,NA,NA,"10,517",NA,NA,2.3,21.2,69.9,0.945757997218359,"Asia","South-eastern Asia",NA,"0",1,"missing"
"401","Iran (Islamic Republic of)","2005",67.6,2.3,-0.8,"7,652",10.9,16.1,NA,NA,NA,NA,"Asia","Southern Asia",NA,"0",1,"0"
"402","Iran (Islamic Republic of)","2010",70.6,2,-0.8,"8,059",10.8,15.3,1.8,16.3,73.1,0.932628797886394,"Asia","Southern Asia",NA,"0",1,"0"
"403","Iran (Islamic Republic of)","2015",73.4,2,-0.7,"8,555",10.8,14.7,2.1,13.1,75.1,0.934447300771208,"Asia","Southern Asia",NA,"0",1,"0"
"404","Iran (Islamic Republic of)","2018",74.9,NA,NA,"8,896",NA,NA,2.1,12.2,76,0.929024081115336,"Asia","Southern Asia",NA,"0",1,"missing"
"405","Iraq","2005",68.8,2.8,2.6,"5,327",19.7,28.7,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"1"
"406","Iraq","2010",69.1,2.7,2.4,"5,652",18.4,26.6,4.4,28.6,67.1,0.911554921540656,"Asia","Western Asia",NA,"0",1,"1"
"407","Iraq","2015",69.9,3.4,2.7,"6,351",17.6,25.2,4.1,24.5,69.4,0.948033707865168,"Asia","Western Asia",NA,"0",1,"1"
"408","Iraq","2018",70.5,NA,NA,"6,812",NA,NA,3.7,23,70.4,0.922131147540984,"Asia","Western Asia",NA,"0",1,"missing"
"409","Ireland","2005",60.5,2.3,1.2,"1,037",24.6,40.7,NA,NA,NA,NA,"Europe","Northern Europe",NA,"0",1,"1"
"410","Ireland","2010",61.5,2.2,1.3,"1,100",23.8,38.6,2.1,3.7,80.5,0.946795646916566,"Europe","Northern Europe",NA,"0",1,"1"
"411","Ireland","2015",62.5,0.6,-0.2,"1,163",24.7,39.6,1.9,3.5,81.4,0.95438175270108,"Europe","Northern Europe",NA,"0",1,"0"
"412","Ireland","2018",63.2,NA,NA,"1,201",NA,NA,1.8,2.8,81.9,0.956989247311828,"Europe","Northern Europe",NA,"0",1,"missing"
"413","Isle of Man","2005",51.9,1,0.9,NA,NA,NA,NA,NA,NA,NA,"Europe","Northern Europe",NA,"0",1,"1"
"414","Isle of Man","2010",52,1,1,NA,NA,NA,2.2,13,79,0.941031941031941,"Europe","Northern Europe",NA,"0",1,"1"
"415","Isle of Man","2015",52.2,0.9,0.7,NA,NA,NA,1.7,13.1,78.9,0.954207920792079,"Europe","Northern Europe",NA,"0",1,"1"
"416","Isle of Man","2018",52.6,NA,NA,"27",NA,NA,NA,NA,NA,NA,"Europe","Northern Europe",27,"1",27,"missing"
"417","Israel","2005",91.5,1.9,1.1,"719",10.9,11.9,NA,NA,NA,NA,"Asia","Western Asia",719,"1",719,"1"
"418","Israel","2010",91.8,2.4,1.6,"781",10.5,11.5,3,3.8,81.7,0.954545454545455,"Asia","Western Asia",781,"1",781,"1"
"419","Israel","2015",92.2,1.7,0.8,"858",10.6,11.5,3.2,3.3,82.1,0.953571428571429,"Asia","Western Asia",858,"1",858,"1"
"420","Israel","2018",92.4,NA,NA,"907",NA,NA,3.1,3.2,82.7,0.953900709219858,"Asia","Western Asia",907,"1",907,"missing"
"421","Italy","2005",67.7,0.7,0.2,"3,807",6.5,9.6,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"1"
"422","Italy","2010",68.3,0.5,-0.1,"3,957",6.6,9.7,1.5,3.2,82.1,0.940828402366864,"Europe","Southern Europe",NA,"0",1,"0"
"423","Italy","2015",69.6,0.3,-0.9,"4,113",6.9,9.9,1.3,2.9,82.5,0.946871310507674,"Europe","Southern Europe",NA,"0",1,"0"
"424","Italy","2018",70.4,NA,NA,"4,210",NA,NA,1.3,2.9,82.7,0.948174322732627,"Europe","Southern Europe",NA,"0",1,"missing"
"425","Jamaica","2005",52.8,1,0.2,"581",21.2,40.1,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",581,"1",581,"1"
"426","Jamaica","2010",53.7,0.9,0.1,"584",20.7,38.6,1.7,15.2,72.6,0.945113788487282,"Americas","Latin America and the Caribbean",584,"1",584,"1"
"427","Jamaica","2015",54.8,0.8,-0.1,"587",20.4,37.3,1.6,13.2,72.4,0.956756756756757,"Americas","Latin America and the Caribbean",587,"1",587,"0"
"428","Jamaica","2018",55.7,NA,NA,"589",NA,NA,1.4,12.4,71.9,0.945872801082544,"Americas","Latin America and the Caribbean",589,"1",589,"missing"
"429","Japan","2005",86,1.9,-8.3,"35,622",27.8,32.3,NA,NA,NA,NA,"Asia","Eastern Asia",NA,"0",1,"0"
"430","Japan","2010",90.8,1.1,-8.4,"36,860",28.7,31.6,1.4,2.3,82.9,0.922273781902552,"Asia","Eastern Asia",NA,"0",1,"0"
"431","Japan","2015",91.4,0,-1.4,"37,256",29.1,31.9,1.4,2,83.9,0.927586206896552,"Asia","Eastern Asia",NA,"0",1,"0"
"432","Japan","2018",91.6,NA,NA,"37,468",NA,NA,1.4,1.8,84.2,0.928980526918671,"Asia","Eastern Asia",NA,"0",1,"missing"
"433","Jordan","2005",79.5,2.6,1.1,"1,094",19.2,24.1,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"1"
"434","Jordan","2010",86.1,6.2,-3.2,"1,397",19.4,22.6,3.8,17,74,0.947437582128778,"Asia","Western Asia",NA,"0",1,"0"
"435","Jordan","2015",90.3,5.8,-2.3,"1,783",19.5,21.6,3.2,14.9,75,0.944372574385511,"Asia","Western Asia",NA,"0",1,"0"
"436","Jordan","2018",91,NA,NA,"2,065",NA,NA,3,14,75.5,0.944730077120823,"Asia","Western Asia",NA,"0",1,"missing"
"437","Kazakhstan","2005",56.5,0.8,0.5,"538",3.5,6.1,NA,NA,NA,NA,"Asia","Central Asia",538,"1",538,"1"
"438","Kazakhstan","2010",56.8,1.2,0.9,"664",4,7.1,2.6,18.1,68.1,0.877241379310345,"Asia","Central Asia",664,"1",664,"1"
"439","Kazakhstan","2015",57.2,1.7,1.4,"894",5,8.8,2.7,10.6,70.7,0.887700534759358,"Asia","Central Asia",894,"1",894,"1"
"440","Kazakhstan","2018",57.4,NA,NA,"1,068",NA,NA,2.7,9.4,71.4,0.898666666666667,"Asia","Central Asia",NA,"0",1,"missing"
"441","Kenya","2005",21.7,4.4,2.3,"2,677",7.4,34.3,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"442","Kenya","2010",23.6,4.4,2.3,"3,237",7.8,33.2,4.4,40.2,60.6,0.943910256410256,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"443","Kenya","2015",25.7,4.4,2.1,"3,914",8.3,32.3,3.8,34.9,61.9,0.931357254290172,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"444","Kenya","2018",27,NA,NA,"4,386",NA,NA,3.6,33,62.5,0.924615384615385,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"445","Kiribati","2005",43.6,2.1,1.6,NA,NA,NA,NA,NA,NA,NA,"Oceania","Micronesia",NA,"0",1,"1"
"446","Kiribati","2010",47.4,3.8,0.7,NA,NA,NA,3.9,49.2,65,0.948948948948949,"Oceania","Micronesia",NA,"0",1,"1"
"447","Kiribati","2015",51.6,3.5,0.1,"3",NA,NA,3.5,44.9,66.1,0.951183431952663,"Oceania","Micronesia",3,"1",3,"1"
"448","Kiribati","2018",54.1,NA,NA,NA,NA,NA,3.4,42.8,66.6,0.948680351906158,"Oceania","Micronesia",NA,"0",1,"missing"
"449","Kuwait","2005",100,2.3,0,"1,548",68,68,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"1"
"450","Kuwait","2010",100,5.5,0,"1,994",66.5,66.5,2.3,8.9,78,0.953807740324594,"Asia","Western Asia",NA,"0",1,"1"
"451","Kuwait","2015",100,5.4,0,"2,568",65.3,65.3,2.2,7.5,79.6,0.95,"Asia","Western Asia",NA,"0",1,"1"
"452","Kuwait","2018",100,NA,NA,"2,989",NA,NA,2.2,7.4,79.8,0.950182260024301,"Asia","Western Asia",NA,"0",1,"missing"
"453","Kyrgyzstan","2005",35.3,0.6,0.6,"798",15.7,44.5,NA,NA,NA,NA,"Asia","Central Asia",798,"1",798,"1"
"454","Kyrgyzstan","2010",35.3,1.3,1.3,"844",15.6,44.1,3.1,25.8,68.3,0.890581717451523,"Asia","Central Asia",844,"1",844,"1"
"455","Kyrgyzstan","2015",35.8,1.8,1.4,"936",16,44.6,3.2,19.7,70,0.907356948228883,"Asia","Central Asia",936,"1",936,"1"
"456","Kyrgyzstan","2018",36.4,NA,NA,"996",NA,NA,3.1,17.8,70.6,0.900403768506057,"Asia","Central Asia",996,"1",996,"missing"
"457","Lao People's Dem. Rep.","2005",27.2,5.8,0.2,"572",9.9,36.6,NA,NA,NA,NA,"Asia","South-eastern Asia",572,"1",572,"1"
"458","Lao People's Dem. Rep.","2010",30.1,3.7,0.8,"606",9.7,32.3,3.1,51.8,64,0.935045317220544,"Asia","South-eastern Asia",606,"1",606,"1"
"459","Lao People's Dem. Rep.","2015",33.1,3.2,0.4,"642",9.6,29.1,2.8,42.3,66.7,0.941775836972344,"Asia","South-eastern Asia",642,"1",642,"1"
"460","Lao People's Dem. Rep.","2018",35,NA,NA,"665",NA,NA,2.7,39.2,67.4,0.942446043165468,"Asia","South-eastern Asia",665,"1",665,"missing"
"461","Latvia","2005",68,-1.2,-1.1,"712",31.6,46.5,NA,NA,NA,NA,"Europe","Northern Europe",712,"1",712,"0"
"462","Latvia","2010",67.8,-1.3,-1.1,"665",31.4,46.2,1.4,5.2,73,0.870346598202824,"Europe","Northern Europe",665,"1",665,"0"
"463","Latvia","2015",68,-1.2,-1.3,"646",32.4,47.7,1.7,4,74.7,0.882575757575758,"Europe","Northern Europe",646,"1",646,"0"
"464","Latvia","2018",68.1,NA,NA,"637",NA,NA,1.7,3.7,74.8,0.882723833543506,"Europe","Northern Europe",637,"1",637,"missing"
"465","Lebanon","2005",86.6,4.3,3.3,"1,777",44.6,51.5,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"1"
"466","Lebanon","2010",87.3,1.8,0.6,"1,990",45.9,52.5,2.1,8.7,78.2,0.95244055068836,"Asia","Western Asia",NA,"0",1,"1"
"467","Lebanon","2015",88.1,6.2,4.7,"2,229",38.1,43.2,2.2,7.2,79.2,0.953086419753087,"Asia","Western Asia",NA,"0",1,"1"
"468","Lebanon","2018",88.6,NA,NA,"2,385",NA,NA,2.2,6.6,79.7,0.952147239263804,"Asia","Western Asia",NA,"0",1,"missing"
"469","Lesotho","2005",22.2,3.4,0.2,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"470","Lesotho","2010",24.8,3.1,0.2,NA,NA,NA,3.2,73.9,45.6,0.896265560165975,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"471","Lesotho","2015",26.9,2.9,0.7,NA,NA,NA,3.3,72.6,51.1,0.899814471243043,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"472","Lesotho","2018",28.2,NA,NA,"202",NA,NA,3.2,70,53.1,0.901610017889088,"Africa","Sub-Saharan Africa",202,"1",202,"missing"
"473","Liberia","2005",46.1,3.2,1.8,"1,202",36.9,80,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"474","Liberia","2010",47.8,4.6,3.2,"1,056",26.7,55.9,5.1,74,59.4,0.96039603960396,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"475","Liberia","2015",49.8,3.4,1.8,"1,270",28.2,56.6,4.5,67.7,59.1,0.958609271523179,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"476","Liberia","2018",51.2,NA,NA,"1,418",NA,NA,4.4,63.7,60.6,0.962722852512156,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"477","Libya","2005",77.1,1.7,1,"1,058",18.3,23.7,NA,NA,NA,NA,"Africa","Northern Africa",NA,"0",1,"1"
"478","Libya","2010",78.1,1.5,0.4,"1,095",17.8,22.7,2.6,14.2,72.4,0.937249666221629,"Africa","Northern Africa",NA,"0",1,"1"
"479","Libya","2015",79.3,0.5,-0.9,"1,134",18.2,22.9,2.7,11.9,71.7,0.908488063660477,"Africa","Northern Africa",NA,"0",1,"0"
"480","Libya","2018",80.1,NA,NA,"1,158",NA,NA,2.6,10.9,72.5,0.919418758256275,"Africa","Northern Africa",NA,"0",1,"missing"
"481","Liechtenstein","2005",14.7,0.4,1,NA,NA,NA,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"1"
"482","Liechtenstein","2010",14.5,0.3,0.7,NA,NA,NA,1.4,6.8,82,0.943060498220641,"Europe","Western Europe",NA,"0",1,"1"
"483","Liechtenstein","2015",14.3,0.5,0.8,NA,NA,NA,1.4,6.2,82.8,0.957396449704142,"Europe","Western Europe",NA,"0",1,"1"
"484","Liechtenstein","2018",14.3,NA,NA,"5",NA,NA,NA,NA,NA,NA,"Europe","Western Europe",5,"1",5,"missing"
"485","Lithuania","2005",66.6,-1,-0.7,"535",16,24,NA,NA,NA,NA,"Europe","Northern Europe",535,"1",535,"0"
"486","Lithuania","2010",66.8,-1.3,-1.4,"526",16.8,25.2,1.5,4.9,73.4,0.861675126903553,"Europe","Northern Europe",526,"1",526,"0"
"487","Lithuania","2015",67.2,-1.1,-1.6,"531",18.1,27,1.7,4,74.6,0.875471698113207,"Europe","Northern Europe",531,"1",531,"0"
"488","Lithuania","2018",67.7,NA,NA,"536",NA,NA,1.6,2.8,75.4,0.884856070087609,"Europe","Northern Europe",536,"1",536,"missing"
"489","Luxembourg","2005",86.6,1.5,-2.3,NA,NA,NA,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"0"
"490","Luxembourg","2010",88.5,2.5,-1.1,NA,NA,NA,1.6,3.8,80.6,0.936298076923077,"Europe","Western Europe",NA,"0",1,"0"
"491","Luxembourg","2015",90.2,2.6,-0.9,NA,NA,NA,1.5,2.5,81.8,0.949940405244338,"Europe","Western Europe",NA,"0",1,"0"
"492","Luxembourg","2018",91,NA,NA,"120",NA,NA,1.4,3.1,81.7,0.948748510131108,"Europe","Western Europe",120,"1",120,"missing"
"493","Madagascar","2005",28.8,4.2,2.6,"1,561",8.5,29.5,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"494","Madagascar","2010",31.9,4.9,2,"2,021",9.6,29.9,4.8,47.1,62.9,0.947368421052632,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"495","Madagascar","2015",35.2,4.7,1.7,"2,618",10.8,30.7,4.2,41.3,64.3,0.941176470588235,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"496","Madagascar","2018",37.2,NA,NA,"3,058",NA,NA,4.1,39.3,65.1,0.9375,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"497","Malawi","2005",15.1,3.3,2.6,"590",4.5,30.1,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",590,"1",590,"1"
"498","Malawi","2010",15.5,3.7,2.9,"731",4.8,31,5.3,56.9,56.4,0.929794520547945,"Africa","Sub-Saharan Africa",731,"1",731,"1"
"499","Malawi","2015",16.3,3.9,2.8,"905",5.2,31.6,4.5,38.5,61.4,0.899536321483771,"Africa","Sub-Saharan Africa",905,"1",905,"1"
"500","Malawi","2018",16.9,NA,NA,"1,030",NA,NA,4.2,33.7,63,0.891891891891892,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"501","Malaysia","2005",66.6,3.5,-0.6,"4,927",19.2,28.8,NA,NA,NA,NA,"Asia","South-eastern Asia",NA,"0",1,"0"
"502","Malaysia","2010",70.9,3.1,-0.9,"5,810",20.7,29.1,2.1,6.9,74.4,0.93514915693904,"Asia","South-eastern Asia",NA,"0",1,"0"
"503","Malaysia","2015",74.2,2.7,-0.6,"6,851",22.3,30,2,6.9,75.1,0.936936936936937,"Asia","South-eastern Asia",NA,"0",1,"0"
"504","Malaysia","2018",76,NA,NA,"7,564",NA,NA,1.9,7.1,75.5,0.935979513444302,"Asia","South-eastern Asia",NA,"0",1,"missing"
"505","Maldives","2005",33.8,6.5,0.8,NA,NA,NA,NA,NA,NA,NA,"Asia","Southern Asia",NA,"0",1,"1"
"506","Maldives","2010",36.4,4.2,1.9,NA,NA,NA,2.3,11.8,77.7,0.974619289340102,"Asia","Southern Asia",NA,"0",1,"1"
"507","Maldives","2015",38.5,3.9,2.1,NA,NA,NA,2,8.3,79.7,0.977695167286245,"Asia","Southern Asia",NA,"0",1,"1"
"508","Maldives","2018",39.8,NA,NA,"177",NA,NA,1.8,7.1,79.9,0.975339087546239,"Asia","Southern Asia",177,"1",177,"missing"
"509","Mali","2005",32.1,5.5,2,"1,486",11.6,36.2,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"510","Mali","2010",36,5.6,2.1,"1,886",12.5,34.7,6.6,76.5,56.4,0.968586387434555,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"511","Mali","2015",40,5,1.7,"2,219",12.7,31.8,6.4,65.8,58.4,0.963025210084034,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"512","Mali","2018",42.4,NA,NA,"2,447",NA,NA,6.3,62.1,59.1,0.965116279069767,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"513","Malta","2005",93.6,0.8,-3.2,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"0"
"514","Malta","2010",94.1,0.5,-0.9,NA,NA,NA,1.4,6,81.8,0.951015531660693,"Europe","Southern Europe",NA,"0",1,"0"
"515","Malta","2015",94.4,0.6,-0.6,NA,NA,NA,1.4,6.1,83,0.942555685814771,"Europe","Southern Europe",NA,"0",1,"0"
"516","Malta","2018",94.6,NA,NA,"213",NA,NA,1.3,6.5,83.6,0.938515081206497,"Europe","Southern Europe",213,"1",213,"missing"
"517","Marshall Islands","2005",71.1,0.7,-1.7,NA,NA,NA,NA,NA,NA,NA,"Oceania","Micronesia",NA,"0",1,"0"
"518","Marshall Islands","2010",73.6,0.8,-1.6,NA,NA,NA,3.6,31.4,63.2,0.947772657450077,"Oceania","Micronesia",NA,"0",1,"0"
"519","Marshall Islands","2015",75.8,0.8,-1.6,NA,NA,NA,3.1,28.7,63.8,0.948249619482496,"Oceania","Micronesia",NA,"0",1,"0"
"520","Marshall Islands","2018",77,NA,NA,"31",NA,NA,NA,NA,NA,NA,"Oceania","Micronesia",31,"1",31,"missing"
"521","Martinique","2005",89.3,0.4,1.2,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"522","Martinique","2010",89.1,-0.2,0.4,NA,NA,NA,2,7.3,81.6,0.922077922077922,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"523","Martinique","2015",89,-0.5,-0.3,NA,NA,NA,2,7.1,82.2,0.932862190812721,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"524","Martinique","2018",89,NA,NA,"79",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",79,"1",79,"missing"
"525","Mauritania","2005",42.1,4.9,1.5,"684",21.8,51.9,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",684,"1",684,"1"
"526","Mauritania","2010",46.6,4.9,1.2,"851",23.6,50.6,5,59.8,63.1,0.950540958268933,"Africa","Sub-Saharan Africa",851,"1",851,"1"
"527","Mauritania","2015",51.1,4.8,1.2,"1,058",25.3,49.5,4.8,53,64.5,0.947209653092006,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"528","Mauritania","2018",53.7,NA,NA,"1,205",NA,NA,4.7,50.3,65.1,0.946188340807175,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"529","Mauritius","2005",42.1,0.3,0.8,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"530","Mauritius","2010",41.6,0.2,0.6,NA,NA,NA,1.6,12.3,74,0.90979381443299,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"531","Mauritius","2015",41,-0.1,0.4,NA,NA,NA,1.4,12.3,75,0.919437340153453,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"532","Mauritius","2018",40.8,NA,NA,"149",NA,NA,1.4,12.6,74.9,0.919334186939821,"Africa","Sub-Saharan Africa",149,"1",149,"missing"
"533","Mayotte","2005",50.2,4.4,2.4,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"534","Mayotte","2010",49,2.7,3.7,NA,NA,NA,4.4,4.8,77.3,0.927860696517413,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"535","Mayotte","2015",47,2,3.6,NA,NA,NA,4.9,4.1,77.4,0.918417799752781,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"536","Mayotte","2018",46.1,NA,NA,"6",NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",6,"1",6,"missing"
"537","Mexico","2005",76.3,1.7,0,"19,276",17.8,23.3,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
